iter	Passed	Remaining
2577	63885	183923
2578	63914	183912
2579	63954	183932
2580	63980	183911
2581	64007	183892
2582	64032	183867
2583	64057	183842
2584	64083	183820
2585	64112	183809
2586	64136	183781
2587	64164	183765
2588	64191	183746
2589	64214	183717
2590	64237	183688
2591	64258	183653
2592	64282	183625
2593	64307	183601
2594	64328	183566
2595	64354	183542
2596	64380	183522
2597	64408	183506
2598	64433	183483
2599	64462	183469
2600	64486	183443
2601	64510	183415
2602	64535	183392
2603	64559	183365
2604	64584	183340
2605	64615	183332
2606	64640	183308
2607	64662	183277
2608	64685	183246
2609	64708	183217
2610	64733	183191
2611	64756	183161
2612	64780	183134
2613	64801	183101
2614	64824	183070
2615	64849	183047
2616	64874	183023
2617	64896	182990
2618	64918	182955
2619	64943	182932
2620	64973	182922
2621	64996	182893
2622	65021	182868
2623	65050	182856
2624	65088	182867
2625	65111	182838
2626	65143	182834
2627	65174	182826
2628	65198	182800
2629	65226	182784
2630	65251	182759
2631	65275	182732
2632	65299	182704
2633	65329	182694
2634	65354	182670
2635	65384	182659
2636	65407	182629
2637	65431	182603
2638	65458	182584
2639	65480	182552
2640	65505	182528
2641	65534	182513
2642	65556	182482
2643	65579	182450
2644	65600	182416
2645	65622	182382
2646	65646	182357
2647	65671	182332
2648	65695	182305
2649	65718	182276
2650	65746	182261
2651	65774	182245
2652	65801	182226
2653	65826	182200
2654	65849	182171
2655	65871	182139
2656	65894	182107
2657	65916	182075
2658	65941	182051
2659	65965	182025
2660	65989	181997
2661	66015	181975
2662	66037	181944
2663	66059	181911
2664	66083	181885
2665	66106	181854
2666	66127	181820
2667	66149	181787
2668	66170	181753
2669	66194	181725
2670	66230	181729
2671	66258	181714
2672	66281	181684
2673	66307	181664
2674	66331	181635
2675	66354	181607
2676	66376	181573
2677	66398	181541
2678	66419	181505
2679	66441	181474
2680	66464	181444
2681	66488	181416
2682	66510	181384
2683	66532	181354
2684	66558	181331
2685	66582	181304
2686	66604	181271
2687	66626	181239
2688	66648	181206
2689	66669	181172
2690	66695	181150
2691	66725	181139
2692	66750	181115
2693	66774	181088
2694	66795	181054
2695	66817	181021
2696	66838	180987
2697	66860	180954
2698	66882	180922
2699	66903	180887
2700	66924	180851
2701	66945	180817
2702	66966	180782
2703	66989	180754
2704	67010	180718
2705	67032	180685
2706	67053	180650
2707	67086	180647
2708	67109	180619
2709	67133	180591
2710	67155	180560
2711	67177	180527
2712	67199	180496
2713	67222	180465
2714	67245	180436
2715	67269	180408
2716	67292	180378
2717	67314	180346
2718	67343	180332
2719	67366	180304
2720	67391	180281
2721	67413	180249
2722	67436	180218
2723	67458	180185
2724	67480	180153
2725	67501	180120
2726	67526	180095
2727	67549	180066
2728	67572	180036
2729	67594	180005
2730	67616	179971
2731	67638	179940
2732	67663	179914
2733	67685	179884
2734	67711	179861
2735	67734	179833
2736	67755	179798
2737	67778	179768
2738	67799	179735
2739	67825	179712
2740	67850	179688
2741	67874	179662
2742	67900	179639
2743	67923	179612
2744	67976	179660
2745	68017	179678
2746	68041	179651
2747	68063	179621
2748	68087	179592
2749	68120	179589
2750	68143	179560
2751	68164	179526
2752	68187	179497
2753	68213	179476
2754	68235	179443
2755	68259	179416
2756	68285	179394
2757	68307	179362
2758	68328	179328
2759	68349	179294
2760	68371	179262
2761	68392	179228
2762	68420	179210
2763	68440	179174
2764	68462	179142
2765	68485	179110
2766	68506	179076
2767	68527	179041
2768	68550	179012
2769	68571	178978
2770	68598	178960
2771	68621	178930
2772	68643	178898
2773	68665	178867
2774	68686	178833
2775	68708	178801
2776	68731	178770
2777	68754	178741
2778	68776	178709
2779	68797	178676
2780	68819	178642
2781	68841	178612
2782	68868	178591
2783	68892	178565
2784	68914	178535
2785	68937	178504
2786	68958	178470
2787	68979	178437
2788	69001	178403
2789	69022	178370
2790	69045	178341
2791	69067	178309
2792	69089	178277
2793	69111	178245
2794	69133	178212
2795	69154	178179
2796	69180	178157
2797	69210	178146
2798	69233	178118
2799	69258	178093
2800	69288	178081
2801	69311	178052
2802	69332	178019
2803	69356	177992
2804	69377	177958
2805	69401	177929
2806	69424	177902
2807	69447	177873
2808	69477	177861
2809	69501	177833
2810	69525	177808
2811	69548	177779
2812	69571	177748
2813	69591	177714
2814	69614	177684
2815	69637	177655
2816	69659	177621
2817	69680	177588
2818	69701	177553
2819	69722	177521
2820	69744	177489
2821	69766	177457
2822	69788	177424
2823	69809	177390
2824	69830	177356
2825	69851	177324
2826	69873	177290
2827	69894	177257
2828	69915	177224
2829	69937	177190
2830	69958	177157
2831	69979	177123
2832	70000	177088
2833	70022	177057
2834	70045	177027
2835	70066	176993
2836	70085	176956
2837	70107	176925
2838	70129	176893
2839	70152	176863
2840	70174	176831
2841	70196	176801
2842	70219	176772
2843	70243	176744
2844	70266	176714
2845	70288	176684
2846	70312	176657
2847	70335	176629
2848	70359	176601
2849	70382	176574
2850	70406	176547
2851	70429	176519
2852	70452	176489
2853	70474	176458
2854	70521	176488
2855	70590	176575
2856	70626	176577
2857	70658	176571
2858	70684	176549
2859	70709	176526
2860	70734	176502
2861	70756	176470
2862	70783	176452
2863	70814	176442
2864	70846	176435
2865	70873	176417
2866	70898	176392
2867	70923	176368
2868	70947	176342
2869	70973	176320
2870	70998	176296
2871	71021	176268
2872	71046	176244
2873	71074	176226
2874	71097	176199
2875	71123	176176
2876	71146	176148
2877	71170	176121
2878	71193	176093
2879	71218	176068
2880	71243	176043
2881	71265	176013
2882	71290	175987
2883	71313	175959
2884	71337	175932
2885	71360	175904
2886	71385	175879
2887	71413	175862
2888	71449	175867
2889	71481	175858
2890	71510	175844
2891	71538	175827
2892	71570	175821
2893	71594	175794
2894	71619	175770
2895	71643	175744
2896	71667	175716
2897	71691	175690
2898	71715	175664
2899	71739	175637
2900	71762	175607
2901	71786	175582
2902	71811	175557
2903	71834	175528
2904	71859	175506
2905	71884	175481
2906	71908	175455
2907	71933	175429
2908	71958	175406
2909	71981	175377
2910	72012	175367
2911	72045	175364
2912	72075	175352
2913	72102	175332
2914	72127	175307
2915	72153	175286
2916	72176	175257
2917	72202	175234
2918	72226	175209
2919	72252	175187
2920	72278	175165
2921	72304	175145
2922	72329	175120
2923	72355	175099
2924	72380	175074
2925	72408	175056
2926	72433	175032
2927	72459	175012
2928	72488	174996
2929	72520	174988
2930	72544	174963
2931	72568	174936
2932	72599	174928
2933	72629	174915
2934	72661	174907
2935	72688	174887
2936	72713	174864
2937	72740	174844
2938	72773	174839
2939	72804	174830
2940	72833	174815
2941	72886	174859
2942	72936	174893
2943	72962	174871
2944	72990	174855
2945	73022	174847
2946	73051	174832
2947	73078	174814
2948	73107	174797
2949	73136	174784
2950	73166	174770
2951	73189	174741
2952	73213	174716
2953	73243	174702
2954	73267	174675
2955	73289	174645
2956	73312	174615
2957	73335	174588
2958	73361	174564
2959	73385	174538
2960	73409	174512
2961	73434	174488
2962	73459	174463
2963	73483	174436
2964	73506	174407
2965	73529	174378
2966	73552	174349
2967	73576	174323
2968	73610	174319
2969	73638	174303
2970	73667	174288
2971	73694	174267
2972	73716	174235
2973	73737	174202
2974	73760	174174
2975	73784	174148
2976	73809	174123
2977	73831	174091
2978	73855	174063
2979	73878	174035
2980	73908	174023
2981	73933	174000
2982	73957	173971
2983	73978	173938
2984	74003	173914
2985	74029	173891
2986	74059	173881
2987	74083	173853
2988	74113	173840
2989	74138	173816
2990	74169	173805
2991	74192	173776
2992	74216	173750
2993	74242	173728
2994	74266	173702
2995	74292	173680
2996	74324	173671
2997	74349	173648
2998	74372	173619
2999	74403	173608
3000	74429	173585
3001	74452	173557
3002	74479	173537
3003	74505	173515
3004	74533	173499
3005	74557	173470
3006	74581	173445
3007	74607	173421
3008	74633	173400
3009	74659	173379
3010	74682	173348
3011	74707	173326
3012	74729	173294
3013	74755	173272
3014	74781	173249
3015	74806	173225
3016	74830	173198
3017	74857	173178
3018	74888	173168
3019	74913	173144
3020	74941	173126
3021	74972	173117
3022	74996	173088
3023	75018	173057
3024	75040	173026
3025	75068	173009
3026	75093	172985
3027	75114	172952
3028	75136	172921
3029	75162	172898
3030	75189	172878
3031	75212	172848
3032	75243	172839
3033	75266	172810
3034	75290	172783
3035	75317	172764
3036	75346	172749
3037	75373	172728
3038	75402	172713
3039	75423	172680
3040	75446	172650
3041	75468	172620
3042	75491	172590
3043	75514	172562
3044	75578	172626
3045	75600	172595
3046	75622	172565
3047	75645	172535
3048	75670	172510
3049	75693	172481
3050	75716	172453
3051	75741	172427
3052	75763	172398
3053	75789	172376
3054	75814	172351
3055	75843	172334
3056	75872	172319
3057	75905	172313
3058	75949	172333
3059	75988	172340
3060	76015	172320
3061	76047	172310
3062	76079	172303
3063	76114	172300
3064	76148	172297
3065	76184	172297
3066	76299	172475
3067	76448	172730
3068	76489	172744
3069	76531	172756
3070	76562	172744
3071	76590	172727
3072	76615	172701
3073	76643	172685
3074	76693	172717
3075	76723	172701
3076	76751	172685
3077	76779	172665
3078	76805	172644
3079	76832	172624
3080	76869	172626
3081	76910	172637
3082	76940	172622
3083	76976	172622
3084	77042	172689
3085	77087	172710
3086	77150	172769
3087	77190	172779
3088	77219	172763
3089	77257	172767
3090	77296	172773
3091	77336	172781
3092	77371	172778
3093	77400	172761
3094	77437	172765
3095	77469	172754
3096	77501	172746
3097	77534	172737
3098	77567	172730
3099	77595	172713
3100	77625	172698
3101	77654	172682
3102	77681	172662
3103	77714	172654
3104	77744	172641
3105	77775	172628
3106	77810	172625
3107	77848	172628
3108	77879	172617
3109	77908	172600
3110	77934	172579
3111	77963	172562
3112	77988	172536
3113	78012	172510
3114	78036	172480
3115	78076	172489
3116	78104	172470
3117	78145	172482
3118	78171	172458
3119	78198	172436
3120	78228	172423
3121	78261	172414
3122	78288	172394
3123	78314	172372
3124	78343	172355
3125	78374	172344
3126	78403	172327
3127	78430	172306
3128	78459	172289
3129	78498	172295
3130	78528	172280
3131	78557	172264
3132	78585	172245
3133	78614	172229
3134	78643	172212
3135	78686	172227
3136	78720	172220
3137	78755	172217
3138	78789	172211
3139	78822	172204
3140	78899	172293
3141	78928	172275
3142	78957	172259
3143	78988	172246
3144	79019	172233
3145	79047	172215
3146	79074	172194
3147	79104	172181
3148	79135	172167
3149	79171	172166
3150	79209	172168
3151	79246	172170
3152	79282	172167
3153	79315	172160
3154	79345	172145
3155	79375	172131
3156	79404	172114
3157	79432	172096
3158	79458	172072
3159	79483	172047
3160	79511	172028
3161	79537	172004
3162	79563	171981
3163	79590	171959
3164	79618	171940
3165	79644	171917
3166	79671	171896
3167	79700	171879
3168	79729	171862
3169	79761	171852
3170	79791	171838
3171	79825	171830
3172	79861	171829
3173	79888	171808
3174	79914	171784
3175	79945	171772
3176	79973	171752
3177	80000	171730
3178	80025	171707
3179	80054	171688
3180	80081	171668
3181	80107	171643
3182	80134	171623
3183	80160	171599
3184	80185	171575
3185	80212	171553
3186	80247	171548
3187	80309	171601
3188	80334	171575
3189	80360	171553
3190	80385	171527
3191	80409	171499
3192	80433	171471
3193	80457	171444
3194	80482	171419
3195	80508	171396
3196	80531	171366
3197	80558	171343
3198	80581	171313
3199	80604	171285
3200	80629	171259
3201	80652	171230
3202	80677	171204
3203	80701	171176
3204	80727	171151
3205	80755	171134
3206	80786	171120
3207	80812	171095
3208	80842	171081
3209	80871	171065
3210	80899	171045
3211	80926	171025
3212	80955	171006
3213	80986	170993
3214	81013	170971
3215	81042	170955
3216	81071	170937
3217	81100	170920
3218	81127	170899
3219	81155	170879
3220	81185	170865
3221	81216	170853
3222	81247	170839
3223	81273	170816
3224	81303	170799
3225	81328	170775
3226	81354	170751
3227	81376	170720
3228	81403	170697
3229	81430	170675
3230	81455	170650
3231	81481	170626
3232	81506	170601
3233	81531	170575
3234	81555	170548
3235	81580	170523
3236	81605	170495
3237	81632	170474
3238	81658	170451
3239	81685	170430
3240	81714	170413
3241	81744	170398
3242	81771	170375
3243	81798	170354
3244	81824	170330
3245	81850	170307
3246	81876	170284
3247	81902	170259
3248	81929	170238
3249	81956	170217
3250	81984	170197
3251	82010	170175
3252	82037	170152
3253	82062	170127
3254	82094	170116
3255	82122	170096
3256	82154	170085
3257	82183	170067
3258	82209	170044
3259	82238	170026
3260	82264	170003
3261	82296	169991
3262	82324	169972
3263	82355	169958
3264	82382	169937
3265	82410	169917
3266	82437	169896
3267	82501	169950
3268	82529	169932
3269	82558	169912
3270	82603	169928
3271	82634	169915
3272	82663	169898
3273	82692	169881
3274	82725	169871
3275	82752	169850
3276	82779	169827
3277	82809	169811
3278	82837	169792
3279	82864	169772
3280	82893	169753
3281	82919	169729
3282	82945	169706
3283	82971	169681
3284	82997	169658
3285	83025	169637
3286	83050	169613
3287	83075	169587
3288	83107	169575
3289	83163	169612
3290	83190	169591
3291	83217	169570
3292	83244	169548
3293	83272	169528
3294	83301	169511
3295	83335	169503
3296	83363	169482
3297	83391	169462
3298	83418	169441
3299	83447	169424
3300	83476	169406
3301	83504	169386
3302	83530	169363
3303	83558	169342
3304	83604	169358
3305	83631	169337
3306	83660	169319
3307	83689	169300
3308	83726	169300
3309	83757	169286
3310	83787	169269
3311	83816	169252
3312	83847	169238
3313	83873	169215
3314	83904	169201
3315	83937	169190
3316	83964	169169
3317	83989	169143
3318	84016	169121
3319	84043	169098
3320	84070	169077
3321	84097	169056
3322	84125	169036
3323	84151	169011
3324	84177	168988
3325	84204	168965
3326	84228	168938
3327	84255	168915
3328	84279	168887
3329	84305	168863
3330	84328	168834
3331	84354	168810
3332	84378	168782
3333	84400	168750
3334	84423	168720
3335	84446	168691
3336	84470	168661
3337	84493	168631
3338	84515	168599
3339	84538	168571
3340	84561	168540
3341	84584	168511
3342	84612	168490
3343	84635	168461
3344	84658	168430
3345	84680	168400
3346	84702	168367
3347	84725	168336
3348	84747	168305
3349	84770	168276
3350	84793	168245
3351	84817	168217
3352	84840	168189
3353	84865	168162
3354	84888	168132
3355	84911	168102
3356	84933	168071
3357	84957	168042
3358	84980	168012
3359	85003	167983
3360	85027	167954
3361	85050	167925
3362	85073	167895
3363	85096	167866
3364	85121	167840
3365	85146	167813
3366	85168	167782
3367	85192	167753
3368	85215	167724
3369	85238	167695
3370	85263	167668
3371	85287	167641
3372	85314	167619
3373	85338	167590
3374	85364	167567
3375	85388	167538
3376	85411	167510
3377	85433	167478
3378	85456	167447
3379	85478	167417
3380	85501	167386
3381	85524	167357
3382	85547	167327
3383	85572	167300
3384	85595	167271
3385	85619	167243
3386	85642	167213
3387	85664	167182
3388	85687	167153
3389	85710	167122
3390	85732	167091
3391	85754	167060
3392	85777	167030
3393	85801	167001
3394	85824	166972
3395	85847	166942
3396	85877	166927
3397	85910	166915
3398	85940	166900
3399	85968	166879
3400	85996	166860
3401	86024	166840
3402	86051	166817
3403	86075	166790
3404	86102	166769
3405	86135	166757
3406	86162	166735
3407	86187	166710
3408	86213	166685
3409	86238	166659
3410	86262	166631
3411	86288	166607
3412	86313	166583
3413	86338	166557
3414	86371	166547
3415	86407	166542
3416	86434	166520
3417	86468	166510
3418	86495	166489
3419	86527	166477
3420	86562	166470
3421	86595	166458
3422	86624	166441
3423	86655	166427
3424	86682	166405
3425	86707	166379
3426	86736	166360
3427	86767	166346
3428	86794	166325
3429	86822	166303
3430	86847	166279
3431	86878	166263
3432	86901	166234
3433	86924	166204
3434	86954	166189
3435	86985	166173
3436	87015	166156
3437	87041	166133
3438	87070	166114
3439	87104	166105
3440	87143	166106
3441	87173	166090
3442	87199	166067
3443	87227	166045
3444	87254	166023
3445	87281	166001
3446	87309	165982
3447	87344	165975
3448	87370	165951
3449	87396	165927
3450	87425	165908
3451	87455	165892
3452	87487	165879
3453	87525	165878
3454	87551	165852
3455	87578	165830
3456	87603	165806
3457	87628	165780
3458	87653	165753
3459	87680	165731
3460	87713	165721
3461	87739	165695
3462	87764	165671
3463	87795	165655
3464	87820	165629
3465	87845	165603
3466	87877	165591
3467	87903	165566
3468	87929	165542
3469	87955	165518
3470	87990	165511
3471	88019	165492
3472	88044	165466
3473	88068	165438
3474	88092	165410
3475	88129	165407
3476	88156	165384
3477	88179	165355
3478	88203	165327
3479	88228	165302
3480	88255	165279
3481	88280	165253
3482	88303	165224
3483	88329	165199
3484	88354	165172
3485	88377	165142
3486	88401	165115
3487	88427	165091
3488	88451	165064
3489	88483	165050
3490	88515	165037
3491	88540	165011
3492	88564	164984
3493	88595	164969
3494	88620	164942
3495	88643	164912
3496	88665	164881
3497	88687	164850
3498	88711	164821
3499	88737	164797
3500	88761	164770
3501	88786	164744
3502	88810	164715
3503	88833	164686
3504	88858	164660
3505	88883	164635
3506	88909	164610
3507	88935	164585
3508	88959	164558
3509	88984	164532
3510	89010	164509
3511	89033	164479
3512	89057	164450
3513	89082	164424
3514	89105	164395
3515	89130	164369
3516	89164	164358
3517	89186	164328
3518	89212	164303
3519	89238	164279
3520	89264	164255
3521	89289	164229
3522	89313	164201
3523	89337	164173
3524	89361	164145
3525	89384	164117
3526	89411	164095
3527	89439	164073
3528	89465	164049
3529	89491	164025
3530	89516	163998
3531	89540	163971
3532	89572	163957
3533	89596	163930
3534	89622	163907
3535	89647	163881
3536	89672	163854
3537	89696	163827
3538	89723	163804
3539	89749	163780
3540	89776	163757
3541	89801	163732
3542	89827	163708
3543	89853	163682
3544	89877	163655
3545	89901	163628
3546	89927	163603
3547	89955	163582
3548	89981	163559
3549	90007	163534
3550	90032	163508
3551	90058	163484
3552	90094	163478
3553	90117	163449
3554	90142	163422
3555	90166	163394
3556	90189	163365
3557	90212	163336
3558	90236	163308
3559	90260	163279
3560	90287	163258
3561	90312	163232
3562	90337	163205
3563	90362	163179
3564	90388	163155
3565	90413	163129
3566	90438	163103
3567	90464	163079
3568	90489	163053
3569	90516	163031
3570	90549	163020
3571	90574	162993
3572	90597	162963
3573	90620	162935
3574	90644	162905
3575	90667	162877
3576	90692	162851
3577	90715	162822
3578	90738	162792
3579	90762	162763
3580	90785	162734
3581	90808	162705
3582	90832	162677
3583	90856	162649
3584	90879	162620
3585	90902	162590
3586	90925	162560
3587	90950	162535
3588	90972	162503
3589	90994	162472
3590	91017	162442
3591	91038	162409
3592	91060	162377
3593	91081	162345
3594	91103	162313
3595	91125	162281
3596	91146	162249
3597	91168	162218
3598	91190	162187
3599	91214	162159
3600	91238	162131
3601	91262	162104
3602	91287	162077
3603	91316	162059
3604	91339	162029
3605	91363	162001
3606	91386	161972
3607	91414	161951
3608	91440	161926
3609	91465	161901
3610	91490	161876
3611	91516	161850
3612	91540	161824
3613	91563	161794
3614	91586	161764
3615	91608	161733
3616	91630	161701
3617	91651	161670
3618	91672	161637
3619	91694	161605
3620	91716	161573
3621	91738	161543
3622	91769	161527
3623	91793	161499
3624	91817	161472
3625	91842	161446
3626	91866	161419
3627	91890	161390
3628	91914	161362
3629	91937	161333
3630	91959	161303
3631	91984	161276
3632	92008	161249
3633	92032	161221
3634	92055	161192
3635	92079	161163
3636	92101	161133
3637	92124	161104
3638	92148	161076
3639	92172	161048
3640	92196	161021
3641	92218	160990
3642	92243	160963
3643	92267	160936
3644	92291	160908
3645	92314	160879
3646	92337	160850
3647	92361	160822
3648	92385	160795
3649	92410	160769
3650	92433	160740
3651	92457	160711
3652	92482	160685
3653	92506	160657
3654	92529	160629
3655	92551	160598
3656	92574	160568
3657	92597	160539
3658	92620	160509
3659	92643	160480
3660	92666	160450
3661	92688	160420
3662	92711	160390
3663	92733	160359
3664	92756	160330
3665	92779	160301
3666	92803	160274
3667	92826	160244
3668	92851	160218
3669	92874	160190
3670	92898	160161
3671	92921	160133
3672	92944	160104
3673	92970	160078
3674	93002	160065
3675	93026	160037
3676	93050	160011
3677	93075	159984
3678	93100	159958
3679	93124	159931
3680	93149	159905
3681	93172	159876
3682	93197	159849
3683	93219	159820
3684	93243	159791
3685	93265	159761
3686	93289	159733
3687	93318	159714
3688	93342	159687
3689	93366	159659
3690	93391	159632
3691	93420	159614
3692	93446	159590
3693	93469	159561
3694	93496	159538
3695	93521	159512
3696	93545	159485
3697	93568	159456
3698	93589	159423
3699	93609	159389
3700	93631	159358
3701	93656	159332
3702	93680	159304
3703	93709	159285
3704	93734	159260
3705	93759	159235
3706	93784	159207
3707	93806	159177
3708	93830	159149
3709	93853	159121
3710	93890	159115
3711	93913	159086
3712	93936	159056
3713	93960	159029
3714	93985	159003
3715	94010	158978
3716	94034	158950
3717	94057	158921
3718	94080	158892
3719	94104	158865
3720	94128	158837
3721	94152	158809
3722	94176	158782
3723	94200	158755
3724	94230	158736
3725	94253	158707
3726	94277	158680
3727	94301	158653
3728	94326	158627
3729	94359	158614
3730	94383	158586
3731	94409	158563
3732	94434	158538
3733	94458	158509
3734	94481	158481
3735	94503	158450
3736	94527	158422
3737	94551	158394
3738	94574	158365
3739	94595	158332
3740	94618	158303
3741	94646	158283
3742	94669	158255
3743	94692	158225
3744	94715	158196
3745	94742	158174
3746	94768	158149
3747	94791	158120
3748	94813	158090
3749	94837	158062
3750	94862	158037
3751	94889	158013
3752	94913	157987
3753	94937	157960
3754	94961	157932
3755	94985	157905
3756	95009	157877
3757	95034	157850
3758	95058	157824
3759	95082	157796
3760	95114	157782
3761	95141	157759
3762	95164	157731
3763	95188	157702
3764	95211	157673
3765	95233	157643
3766	95256	157613
3767	95279	157585
3768	95302	157556
3769	95324	157526
3770	95348	157498
3771	95378	157480
3772	95403	157455
3773	95427	157427
3774	95451	157399
3775	95480	157381
3776	95504	157353
3777	95530	157329
3778	95553	157301
3779	95577	157272
3780	95602	157247
3781	95626	157219
3782	95651	157193
3783	95675	157166
3784	95698	157138
3785	95728	157120
3786	95752	157093
3787	95778	157067
3788	95806	157047
3789	95830	157020
3790	95854	156993
3791	95881	156970
3792	95904	156941
3793	95928	156913
3794	95955	156891
3795	95981	156867
3796	96005	156840
3797	96029	156812
3798	96055	156788
3799	96079	156761
3800	96105	156736
3801	96135	156719
3802	96163	156698
3803	96187	156671
3804	96212	156646
3805	96246	156634
3806	96268	156604
3807	96291	156574
3808	96314	156546
3809	96338	156517
3810	96365	156495
3811	96388	156466
3812	96411	156437
3813	96435	156410
3814	96460	156385
3815	96489	156365
3816	96512	156336
3817	96537	156310
3818	96563	156287
3819	96586	156258
3820	96609	156228
3821	96632	156200
3822	96657	156173
3823	96682	156147
3824	96706	156120
3825	96734	156099
3826	96757	156070
3827	96780	156041
3828	96803	156012
3829	96828	155988
3830	96853	155962
3831	96880	155939
3832	96907	155917
3833	96931	155888
3834	96953	155859
3835	96977	155830
3836	97003	155806
3837	97035	155792
3838	97062	155770
3839	97085	155740
3840	97110	155714
3841	97136	155691
3842	97160	155664
3843	97182	155634
3844	97213	155617
3845	97240	155594
3846	97263	155565
3847	97289	155541
3848	97315	155517
3849	97351	155508
3850	97383	155494
3851	97406	155466
3852	97429	155436
3853	97450	155405
3854	97477	155381
3855	97510	155368
3856	97531	155337
3857	97555	155310
3858	97583	155288
3859	97608	155263
3860	97634	155238
3861	97658	155211
3862	97687	155191
3863	97710	155162
3864	97735	155137
3865	97773	155132
3866	97797	155105
3867	97833	155097
3868	97871	155091
3869	97904	155078
3870	97932	155057
3871	97959	155035
3872	97985	155010
3873	98015	154993
3874	98043	154972
3875	98076	154959
3876	98107	154941
3877	98136	154923
3878	98164	154902
3879	98196	154886
3880	98222	154862
3881	98259	154856
3882	98298	154852
3883	98331	154839
3884	98356	154813
3885	98380	154786
3886	98406	154761
3887	98429	154732
3888	98452	154704
3889	98476	154676
3890	98503	154654
3891	98527	154626
3892	98550	154597
3893	98575	154572
3894	98598	154542
3895	98620	154512
3896	98645	154486
3897	98671	154461
3898	98695	154434
3899	98719	154407
3900	98748	154388
3901	98779	154371
3902	98806	154349
3903	98838	154334
3904	99003	154527
3905	99035	154510
3906	99062	154488
3907	99090	154467
3908	99114	154439
3909	99148	154428
3910	99172	154401
3911	99196	154372
3912	99221	154346
3913	99246	154320
3914	99268	154290
3915	99290	154260
3916	99317	154237
3917	99342	154211
3918	99379	154205
3919	99417	154198
3920	99439	154167
3921	99461	154136
3922	99484	154108
3923	99506	154078
3924	99535	154057
3925	99584	154068
3926	99620	154060
3927	99651	154043
3928	99675	154016
3929	99699	153988
3930	99722	153960
3931	99745	153930
3932	99770	153904
3933	99795	153879
3934	99822	153856
3935	99845	153827
3936	99870	153800
3937	99891	153769
3938	99914	153739
3939	99936	153709
3940	99958	153678
3941	99980	153647
3942	100000	153615
3943	100021	153583
3944	100042	153550
3945	100066	153522
3946	100090	153496
3947	100115	153469
3948	100137	153440
3949	100162	153413
3950	100185	153384
3951	100225	153382
3952	100249	153354
3953	100274	153327
3954	100296	153297
3955	100319	153268
3956	100343	153241
3957	100364	153209
3958	100387	153180
3959	100410	153150
3960	100432	153121
3961	100456	153093
3962	100481	153067
3963	100504	153039
3964	100528	153011
3965	100553	152985
3966	100578	152959
3967	100603	152933
3968	100626	152904
3969	100650	152877
3970	100675	152850
3971	100699	152824
3972	100723	152797
3973	100748	152771
3974	100773	152744
3975	100796	152716
3976	100821	152690
3977	100845	152662
3978	100870	152636
3979	100894	152609
3980	100918	152581
3981	100941	152553
3982	100965	152525
3983	100990	152499
3984	101014	152472
3985	101038	152444
3986	101063	152418
3987	101086	152389
3988	101113	152367
3989	101141	152345
3990	101172	152328
3991	101195	152300
3992	101219	152273
3993	101243	152245
3994	101266	152216
3995	101289	152187
3996	101313	152160
3997	101335	152130
3998	101358	152100
3999	101379	152069
4000	101402	152039
4001	101424	152010
4002	101445	151978
4003	101467	151947
4004	101489	151917
4005	101514	151891
4006	101543	151871
4007	101570	151848
4008	101597	151825
4009	101625	151804
4010	101652	151781
4011	101679	151759
4012	101708	151739
4013	101733	151712
4014	101761	151691
4015	101787	151667
4016	101819	151651
4017	101844	151626
4018	101873	151606
4019	101908	151595
4020	101951	151595
4021	101988	151587
4022	102030	151587
4023	102080	151598
4024	102177	151680
4025	102204	151657
4026	102227	151628
4027	102253	151602
4028	102277	151576
4029	102302	151550
4030	102325	151520
4031	102346	151489
4032	102451	151581
4033	102516	151614
4034	102582	151648
4035	102694	151751
4036	102744	151762
4037	102892	151918
4038	103365	152553
4039	103455	152621
4040	103515	152647
4041	103549	152633
4042	103584	152622
4043	103611	152599
4044	103656	152601
4045	103687	152583
4046	103713	152559
4047	103738	152532
4048	103763	152506
4049	103790	152482
4050	103816	152456
4051	103840	152429
4052	103865	152402
4053	103890	152375
4054	103917	152352
4055	103977	152377
4056	104002	152351
4057	104036	152337
4058	104060	152309
4059	104090	152290
4060	104120	152270
4061	104156	152260
4062	104192	152250
4063	104220	152227
4064	104252	152210
4065	104282	152191
4066	104310	152169
4067	104333	152140
4068	104357	152112
4069	104380	152081
4070	104403	152053
4071	104427	152025
4072	104460	152010
4073	104486	151984
4074	104510	151957
4075	104539	151936
4076	104567	151914
4077	104601	151900
4078	104635	151887
4079	104663	151864
4080	104701	151856
4081	104726	151830
4082	104753	151806
4083	104780	151782
4084	104809	151762
4085	104836	151739
4086	104864	151716
4087	104891	151692
4088	104917	151667
4089	104954	151658
4090	104992	151650
4091	105024	151634
4092	105050	151607
4093	105076	151583
4094	105103	151560
4095	105143	151554
4096	105169	151529
4097	105195	151504
4098	105219	151476
4099	105245	151450
4100	105278	151435
4101	105301	151405
4102	105324	151377
4103	105347	151347
4104	105370	151317
4105	105393	151287
4106	105415	151257
4107	105438	151227
4108	105460	151196
4109	105483	151167
4110	105513	151147
4111	105536	151118
4112	105559	151088
4113	105589	151069
4114	105612	151039
4115	105635	151010
4116	105659	150982
4117	105682	150953
4118	105708	150928
4119	105733	150900
4120	105759	150875
4121	105783	150848
4122	105807	150820
4123	105830	150790
4124	105852	150759
4125	105876	150732
4126	105899	150702
4127	105926	150678
4128	105952	150652
4129	105976	150624
4130	106003	150601
