iter	Logloss
7160	0.2250912843
7165	0.2250782013
7170	0.2250679811
7175	0.2250569573
7180	0.2250454814
7185	0.2250346334
7190	0.2250255682
7195	0.2250154735
7200	0.2250047259
7205	0.2249953092
7210	0.2249862943
7215	0.224975396
7220	0.2249679882
7225	0.2249590737
7230	0.2249481504
7235	0.2249380557
7240	0.2249276847
7245	0.2249183936
7250	0.2249043815
7255	0.2248933577
7260	0.2248817312
7265	0.2248708078
7270	0.2248612656
7275	0.224851422
7280	0.2248393184
7285	0.2248288721
7290	0.2248206105
7295	0.2248103149
7300	0.224800848
7305	0.2247915568
7310	0.2247805079
7315	0.2247711917
7320	0.2247615489
7325	0.2247499978
7330	0.224739878
7335	0.2247303859
7340	0.2247204168
7345	0.224708037
7350	0.2246993485
7355	0.2246890027
7360	0.2246780542
7365	0.2246696419
7370	0.2246597481
7375	0.2246518381
7380	0.2246412662
7385	0.2246317742
7390	0.2246187666
7395	0.2246095508
7400	0.2245984516
7405	0.2245870511
7410	0.2245782873
7415	0.2245684437
7420	0.2245580728
7425	0.2245469234
7430	0.2245376323
7435	0.2245257798
7440	0.2245187235
7445	0.2245105624
7450	0.2245012963
7455	0.2244912519
7460	0.2244821114
7465	0.2244716902
7470	0.2244636044
7475	0.2244562468
7480	0.2244461772
7485	0.2244355301
7490	0.2244248829
7495	0.2244142358
7500	0.2244029106
7505	0.2243922383
7510	0.2243829221
7515	0.2243709691
7520	0.2243625318
7525	0.2243520102
7530	0.2243424428
7535	0.2243312683
7540	0.2243199683
7545	0.2243101749
7550	0.2243010093
7555	0.2242914922
7560	0.2242811715
7565	0.2242707754
7570	0.224260304
7575	0.2242491295
7580	0.2242390599
7585	0.2242273581
7590	0.224216711
7595	0.2242055114
7600	0.2241978776
7605	0.2241899675
7610	0.2241788935
7615	0.2241687486
7620	0.2241561929
7625	0.2241450938
7630	0.2241364806
7635	0.2241267124
7640	0.224116467
7645	0.2241000694
7650	0.224091406
7655	0.2240814369
7660	0.2240717691
7665	0.2240618501
7670	0.2240504747
7675	0.2240404805
7680	0.2240306369
7685	0.2240203664
7690	0.2240087399
7695	0.223998821
7700	0.2239906347
7705	0.2239816198
7710	0.2239677835
7715	0.2239583166
7720	0.2239477197
7725	0.2239378007
7730	0.223929288
7735	0.2239192938
7740	0.2239089731
7745	0.223899255
7750	0.2238894616
7755	0.2238814763
7760	0.2238716076
7765	0.2238612366
7770	0.2238500873
7775	0.2238390132
7780	0.2238286674
7785	0.2238195018
7790	0.2238066198
7795	0.2237976802
7800	0.2237874599
7805	0.2237784199
7810	0.2237688525
7815	0.2237600636
7820	0.2237510235
7825	0.2237396984
7830	0.2237294028
7835	0.223720413
7840	0.223711398
7845	0.2237023831
7850	0.2236925646
7855	0.2236841022
7860	0.2236728021
7865	0.2236636867
7870	0.2236534162
7875	0.2236428193
7880	0.2236305399
7885	0.2236222532
7890	0.2236130625
7895	0.2236028172
7900	0.2235919189
7905	0.2235812968
7910	0.2235724326
7915	0.2235632921
7920	0.2235535238
7925	0.2235431027
7930	0.2235333093
7935	0.2235215071
7940	0.2235123666
7945	0.2235028996
7950	0.223493056
7955	0.2234825847
7960	0.2234710084
7965	0.2234630481
7970	0.2234526019
7975	0.2234421305
7980	0.2234334671
7985	0.223426436
7990	0.223415588
7995	0.223406121
8000	0.223397985
8005	0.2233887943
8010	0.2233789256
8015	0.2233709402
8020	0.2233623522
8025	0.2233515293
8030	0.2233414848
8035	0.2233302852
8040	0.2233204918
8045	0.2233103469
8050	0.2232991975
8055	0.2232901574
8060	0.223281017
8065	0.2232735087
8070	0.2232650713
8075	0.223255052
8080	0.2232463384
8085	0.2232366203
8090	0.2232266512
8095	0.2232174605
8100	0.2232087469
8105	0.2231961662
8110	0.223187101
8115	0.2231758261
8120	0.2231662587
8125	0.2231558376
8130	0.2231438344
8135	0.2231345935
8140	0.2231247248
8145	0.2231161619
8150	0.2231079505
8155	0.2230984585
8160	0.2230902722
8165	0.2230809559
8170	0.2230720917
8175	0.2230635539
8180	0.2230552923
8185	0.2230484871
8190	0.2230398991
8195	0.2230305577
8200	0.2230226979
8205	0.2230142354
8210	0.2230045174
8215	0.2229950254
8220	0.2229859853
8225	0.2229765937
8230	0.2229656201
8235	0.2229555254
8240	0.2229473894
8245	0.222940308
8250	0.2229297362
8255	0.2229194657
8260	0.2229099988
8265	0.222901687
8270	0.2228930738
8275	0.2228848374
8280	0.2228754207
8285	0.2228667824
8290	0.2228594499
8295	0.2228484763
8300	0.222838457
8305	0.2228281614
8310	0.2228187949
8315	0.2228072939
8320	0.2227983292
8325	0.2227872803
8330	0.222777738
8335	0.2227682209
8340	0.2227582769
8345	0.2227494628
8350	0.2227398954
8355	0.2227286707
8360	0.2227198316
8365	0.2227116202
8370	0.2227026304
8375	0.2226933141
8380	0.222683571
8385	0.2226744807
8390	0.2226648883
8395	0.222655572
8400	0.2226464315
8405	0.2226371906
8410	0.2226284519
8415	0.2226199392
8420	0.2226096687
8425	0.2226009802
8430	0.2225932209
8435	0.2225814688
8440	0.2225737848
8445	0.2225656487
8450	0.2225556796
8455	0.2225474682
8460	0.222536344
8465	0.2225279317
8470	0.2225195446
8475	0.2225099521
8480	0.2225004349
8485	0.2224925249
8490	0.2224823549
8495	0.2224763533
8500	0.2224674639
8505	0.2224568921
8510	0.2224460692
8515	0.2224371296
8520	0.2224296213
8525	0.2224198279
8530	0.2224104363
8535	0.2224020994
8540	0.2223941643
8545	0.2223828391
8550	0.2223755066
8555	0.2223650353
8560	0.2223556186
8565	0.2223449714
8570	0.2223364838
8575	0.2223263389
8580	0.2223174244
8585	0.2223091628
8590	0.2222992439
8595	0.2222910074
8600	0.2222827207
8605	0.2222738816
8610	0.2222643393
8615	0.2222551737
8620	0.2222466108
8625	0.2222370434
8630	0.2222288321
8635	0.2222198422
8640	0.2222105762
8645	0.2221994268
8650	0.2221904119
8655	0.2221813216
8660	0.2221741901
8665	0.2221654514
8670	0.22215498
8675	0.2221466682
8680	0.2221379044
8685	0.2221297432
8690	0.2221221847
8695	0.2221128182
8700	0.222103954
8705	0.2220950395
8710	0.222084543
8715	0.2220753523
8720	0.2220657598
8725	0.2220569458
8730	0.2220482824
8735	0.2220380119
8740	0.222029223
8745	0.2220183248
8750	0.2220067485
8755	0.2219989389
8760	0.2219886433
8765	0.2219759873
8770	0.2219682781
8775	0.2219604685
8780	0.2219511523
8785	0.2219427149
8790	0.2219336749
8795	0.2219238815
8800	0.2219133348
8805	0.2219034158
8810	0.2218943256
8815	0.2218872191
8820	0.2218750653
8825	0.2218658997
8830	0.221856935
8835	0.2218502303
8840	0.2218392818
8845	0.2218296642
8850	0.2218186153
8855	0.2218088721
8860	0.221801163
8865	0.2217935041
8870	0.2217839618
8875	0.2217754742
8880	0.2217669364
8885	0.2217585242
8890	0.2217496097
8895	0.2217413983
8900	0.2217336138
8905	0.221724398
8910	0.2217148055
8915	0.2217050875
8920	0.221696173
8925	0.2216874845
8930	0.2216789467
8935	0.2216695049
8940	0.2216589331
8945	0.2216512239
8950	0.2216423095
8955	0.2216354792
8960	0.2216278705
8965	0.2216194583
8970	0.2216102173
8975	0.2216013782
8980	0.221591183
8985	0.2215823439
8990	0.2215726007
8995	0.221564314
9000	0.221556178
9005	0.2215480922
9010	0.221539253
9015	0.2215307906
9020	0.2215224536
9025	0.2215141921
9030	0.2215051269
9035	0.2214965891
9040	0.2214884531
9045	0.2214797395
9050	0.2214703981
9055	0.2214609814
9060	0.2214529207
9065	0.2214443578
9070	0.2214359957
9075	0.2214277341
9080	0.2214186188
9085	0.2214103823
9090	0.22140197
9095	0.2213946125
9100	0.2213860495
9105	0.2213773359
9110	0.2213677937
9115	0.2213597832
9120	0.2213519234
9125	0.2213417031
9130	0.2213323618
9135	0.221324728
9140	0.2213169435
9145	0.2213058694
9150	0.2212959505
9155	0.221287262
9160	0.2212781969
9165	0.2212709648
9170	0.2212625777
9175	0.2212534623
9180	0.2212454016
9185	0.2212358845
9190	0.2212277736
9195	0.2212189595
9200	0.2212098944
9205	0.2212027126
9210	0.2211934465
9215	0.2211849841
9220	0.2211736338
9225	0.2211640664
9230	0.2211548506
9235	0.2211456599
9240	0.2211360172
9245	0.2211266005
9250	0.2211186402
9255	0.2211103284
9260	0.2211037493
9265	0.2210947344
9270	0.2210877786
9275	0.2210797681
9280	0.2210720589
9285	0.221061462
9290	0.2210531502
9295	0.2210439344
9300	0.2210350952
9305	0.2210275368
9310	0.2210172412
9315	0.221008402
9320	0.2209996884
9325	0.2209922555
9330	0.220981985
9335	0.2209735476
9340	0.2209653363
9345	0.2209572756
9350	0.2209482104
9355	0.2209392708
9360	0.2209304819
9365	0.2209221701
9370	0.220915817
9375	0.2209081329
9380	0.2208998714
9385	0.2208922375
9390	0.2208815653
9395	0.2208739817
9400	0.2208669757
9405	0.220858237
9410	0.2208484436
9415	0.2208401318
9420	0.2208309411
9425	0.2208223028
9430	0.2208116808
9435	0.2208040972
9440	0.2207949316
9445	0.2207868709
9450	0.2207784084
9455	0.2207696446
9460	0.2207633668
9465	0.2207542765
9470	0.2207454374
9475	0.2207365731
9480	0.2207291151
9485	0.2207206275
9490	0.2207119139
9495	0.2207046317
9500	0.2206952652
9505	0.2206858736
9510	0.2206784407
9515	0.2206696015
9520	0.2206613902
9525	0.2206527519
9530	0.2206447414
9535	0.2206351741
9540	0.2206275151
9545	0.2206178724
9550	0.2206092091
9555	0.220600169
9560	0.2205914052
9565	0.2205825661
9570	0.2205725216
9575	0.220563356
9580	0.2205540648
9585	0.2205456275
9590	0.2205371399
9595	0.220529707
9600	0.2205206669
9605	0.2205112
9610	0.2205031895
9615	0.2204927433
9620	0.2204823221
9625	0.220474613
9630	0.2204663263
9635	0.220457462
9640	0.2204478695
9645	0.2204416671
9650	0.220433531
9655	0.220424265
9660	0.220415903
9665	0.2204045025
9670	0.2203966678
9675	0.2203850915
9680	0.2203778595
9685	0.2203708534
9690	0.2203620394
9695	0.2203543805
9700	0.2203455413
9705	0.2203378573
9710	0.2203289679
9715	0.2203202543
9720	0.2203116663
9725	0.2203041832
9730	0.2202953942
9735	0.2202871578
9740	0.2202784442
9745	0.2202685755
9750	0.2202593848
9755	0.2202497421
9760	0.2202417818
9765	0.2202336207
9770	0.2202243797
9775	0.2202158419
9780	0.2202063499
9785	0.2201977116
9790	0.2201895003
9795	0.2201798576
9800	0.2201711942
9805	0.2201635102
9810	0.2201546208
9815	0.2201453296
9820	0.2201369676
9825	0.2201277769
9830	0.2201200426
9835	0.2201119317
9840	0.2201033688
9845	0.2200950821
9850	0.2200881765
9855	0.2200790863
9860	0.2200716282
9865	0.2200631657
9870	0.2200552055
9875	0.2200468937
9880	0.2200395863
9885	0.2200304458
9890	0.2200233896
9895	0.2200150024
9900	0.2200066153
9905	0.2199974497
9910	0.219988033
9915	0.2199788172
9920	0.2199705807
9925	0.2199628716
9930	0.2199546351
9935	0.2199470515
9940	0.2199388401
9945	0.2199302772
9950	0.2199221663
9955	0.2199145325
9960	0.2199048396
9965	0.2198976075
9970	0.2198896222
9975	0.2198813355
9980	0.219872421
9985	0.2198642849
9990	0.2198554458
9995	0.2198475609
9999	0.2198407557
