iter	Logloss
1700	0.249099311
1705	0.2490115473
1710	0.2489580856
1715	0.2488983711
1720	0.2488522167
1725	0.2487991818
1730	0.248713653
1735	0.2486628279
1740	0.2486155435
1745	0.2485643166
1750	0.248510202
1755	0.2484567904
1760	0.2483630754
1765	0.2483235755
1770	0.2482595419
1775	0.2481951065
1780	0.2481256238
1785	0.248084592
1790	0.2480158124
1795	0.2479418348
1800	0.2478766963
1805	0.2478307177
1810	0.2477803948
1815	0.2477263053
1820	0.2476615434
1825	0.2475974596
1830	0.2475413361
1835	0.2474774531
1840	0.2474066395
1845	0.2473228685
1850	0.2472687287
1855	0.2472063525
1860	0.2471500029
1865	0.2470732128
1870	0.2470221366
1875	0.2469949914
1880	0.2469257096
1885	0.2468653171
1890	0.2468200667
1895	0.2467566609
1900	0.2467099289
1905	0.2466490594
1910	0.2466149583
1915	0.2465704613
1920	0.2465208415
1925	0.2464389287
1930	0.2463935277
1935	0.2463226889
1940	0.2462804016
1945	0.2462105925
1950	0.246144776
1955	0.2460963365
1960	0.2460497803
1965	0.2459901914
1970	0.2459503901
1975	0.2458994897
1980	0.2458490915
1985	0.2458108973
1990	0.2457648684
1995	0.2457099251
2000	0.2456524456
2005	0.2455922791
2010	0.2455482842
2015	0.2454905787
2020	0.2454347313
2025	0.2453944781
2030	0.245356535
2035	0.2453244178
2040	0.2452691982
2045	0.2452321592
2050	0.2451972546
2055	0.2451432655
2060	0.2451039664
2065	0.2450566569
2070	0.2450004078
2075	0.2449603805
2080	0.2449260284
2085	0.2448760069
2090	0.2448140826
2095	0.2447573564
2100	0.2447178062
2105	0.2446613813
2110	0.2446260498
2115	0.2445838128
2120	0.2445318828
2125	0.2444817106
2130	0.24443302
2135	0.2443805626
2140	0.2443260964
2145	0.2442934267
2150	0.2442543286
2155	0.2442170384
2160	0.2441924545
2165	0.2441556415
2170	0.2441243529
2175	0.2440805339
2180	0.2440421137
2185	0.24399611
2190	0.2439624609
2195	0.2439194957
2200	0.243885696
2205	0.2438328871
2210	0.2437919056
2215	0.243762425
2220	0.2437139604
2225	0.2436519357
2230	0.2436064593
2235	0.2435552073
2240	0.2435068431
2245	0.2434594582
2250	0.2434075785
2255	0.2433764657
2260	0.2433272477
2265	0.2432764728
2270	0.2432293893
2275	0.24318552
2280	0.2431493097
2285	0.2431003679
2290	0.2430703098
2295	0.2430158938
2300	0.2429605989
2305	0.2429217016
2310	0.2428687421
2315	0.2428367504
2320	0.2427873064
2325	0.2427470531
2330	0.2427059461
2335	0.2426677519
2340	0.2426150937
2345	0.2425843576
2350	0.2425408399
2355	0.2425141215
2360	0.2424790161
2365	0.2424377835
2370	0.2424071227
2375	0.2423580051
2380	0.2423296797
2385	0.2422813155
2390	0.2422504538
2395	0.2422144694
2400	0.2421810715
2405	0.2421398138
2410	0.2420991588
2415	0.242051121
2420	0.2420245282
2425	0.2419897492
2430	0.2419649393
2435	0.2419320939
2440	0.241902538
2445	0.2418533953
2450	0.241812464
2455	0.2417844901
2460	0.2417529756
2465	0.2417154343
2470	0.2416853762
2475	0.2416299055
2480	0.2415964072
2485	0.2415547979
2490	0.2415240115
2495	0.24148303
2500	0.241443279
2505	0.2414096551
2510	0.2413711094
2515	0.2413171705
2520	0.2412870119
2525	0.2412604694
2530	0.2412094434
2535	0.2411653983
2540	0.2411101536
2545	0.2410788651
2550	0.2410531512
2555	0.2410176942
2560	0.2409732975
2565	0.2409436663
2570	0.2409165713
2575	0.2408830227
2580	0.2408367428
2585	0.2407981217
2590	0.2407567887
2595	0.2407292919
2600	0.2406969989
2605	0.2406700545
2610	0.2406309313
2615	0.240601752
2620	0.2405543923
2625	0.2405190106
2630	0.2404917649
2635	0.2404422205
2640	0.2404164564
2645	0.2403726122
2650	0.2403242731
2655	0.2402978813
2660	0.2402640816
2665	0.2402129049
2670	0.2401853077
2675	0.2401544711
2680	0.240120797
2685	0.2400946311
2690	0.2400671594
2695	0.2400408429
2700	0.2399989574
2705	0.2399640277
2710	0.2399383389
2715	0.2398925612
2720	0.2398650895
2725	0.2398272971
2730	0.2397896805
2735	0.2397531437
2740	0.2397205243
2745	0.2396981251
2750	0.2396661334
2755	0.2396326099
2760	0.2396047616
2765	0.2395767877
2770	0.239541858
2775	0.2395040907
2780	0.2394741833
2785	0.2394551741
2790	0.2394199933
2795	0.2393848125
2800	0.2393423243
2805	0.2393132455
2810	0.2392828107
2815	0.2392588295
2820	0.2392134535
2825	0.2391854545
2830	0.2391593891
2835	0.2391212703
2840	0.2390756934
2845	0.2390389557
2850	0.2390044027
2855	0.2389550843
2860	0.2389223644
2865	0.2388943905
2870	0.2388666928
2875	0.2388202873
2880	0.2387938954
2885	0.2387605979
2890	0.2387350849
2895	0.2387051273
2900	0.2386707751
2905	0.2386370257
2910	0.2385927546
2915	0.2385687985
2920	0.238539117
2925	0.2384985624
2930	0.2384703374
2935	0.2384419618
2940	0.2384052492
2945	0.2383858884
2950	0.2383589943
2955	0.2383321253
2960	0.2383025443
2965	0.2382759264
2970	0.2382377574
2975	0.2382077997
2980	0.2381734727
2985	0.2381399994
2990	0.23810399
2995	0.2380839512
3000	0.2380607233
3005	0.2380398308
3010	0.2380143429
3015	0.2379895079
3020	0.2379670585
3025	0.2379505353
3030	0.2379174136
3035	0.2378941607
3040	0.2378710081
3045	0.2378405984
3050	0.2378087072
3055	0.2377713919
3060	0.2377401285
3065	0.237711803
3070	0.2376887509
3075	0.2376542732
3080	0.237624642
3085	0.2375919974
3090	0.2375599053
3095	0.2375330112
3100	0.2374980313
3105	0.2374714636
3110	0.2374497173
3115	0.2374287494
3120	0.2374009262
3125	0.2373766939
3130	0.2373512562
3135	0.2373181346
3140	0.237288428
3145	0.2372650243
3150	0.2372419974
3155	0.237208499
3160	0.2371853967
3165	0.2371563681
3170	0.2371338183
3175	0.2371135033
3180	0.237090853
3185	0.237070538
3190	0.2370479128
3195	0.2370229774
3200	0.2370025619
3205	0.2369728554
3210	0.2369460366
3215	0.2369206492
3220	0.2368881302
3225	0.2368692214
3230	0.2368456671
3235	0.2368202294
3240	0.2367975791
3245	0.2367744768
3250	0.2367512992
3255	0.2367314613
3260	0.2367082083
3265	0.2366844782
3270	0.2366637866
3275	0.2366402574
3280	0.2366229557
3285	0.2365999037
3290	0.2365715782
3295	0.2365472203
3300	0.2365233145
3305	0.236503803
3310	0.2364834378
3315	0.2364608126
3320	0.2364291725
3325	0.2364100629
3330	0.2363926859
3335	0.2363665703
3340	0.2363400779
3345	0.2363164734
3350	0.2362852853
3355	0.2362623587
3360	0.2362334055
3365	0.2362114834
3370	0.2361902896
3375	0.2361665846
3380	0.23613846
3385	0.2361174921
3390	0.2360912509
3395	0.2360626493
3400	0.2360409281
3405	0.2360142851
3410	0.235994171
3415	0.2359725753
3420	0.2359447019
3425	0.2359269483
3430	0.2359022639
3435	0.2358826019
3440	0.235860504
3445	0.2358324297
3450	0.2358138725
3455	0.2357903935
3460	0.2357720121
3465	0.2357560916
3470	0.2357338179
3475	0.2357122725
3480	0.2356957242
3485	0.2356730488
3490	0.2356488165
3495	0.2356271706
3500	0.2355968614
3505	0.2355788064
3510	0.2355561561
3515	0.2355368958
3520	0.2355128142
3525	0.2354843129
3530	0.2354613864
3535	0.2354377316
3540	0.2354232425
3545	0.2354020988
3550	0.2353760083
3555	0.2353550404
3560	0.2353227474
3565	0.2353057471
3570	0.235279983
3575	0.235258312
3580	0.2352316188
3585	0.2352128105
3590	0.2351889297
3595	0.2351623118
3600	0.2351326304
3605	0.2351147763
3610	0.2350912973
3615	0.2350726899
3620	0.2350589792
3625	0.2350340689
3630	0.2350134275
3635	0.2349969043
3640	0.2349777947
3645	0.2349594384
3650	0.2349379683
3655	0.2349095173
3660	0.2348898552
3665	0.2348706702
3670	0.2348519875
3675	0.2348318483
3680	0.2348124122
3685	0.2347946335
3690	0.234766534
3695	0.2347505633
3700	0.2347251507
3705	0.2347117665
3710	0.234692908
3715	0.2346754808
3720	0.2346547138
3725	0.2346323146
3730	0.2346106938
3735	0.2345890731
3740	0.2345671008
3745	0.2345433958
3750	0.2345227293
3755	0.2345011838
3760	0.234481572
3765	0.234460805
3770	0.2344365476
3775	0.2344219329
3780	0.2343958674
3785	0.234378164
3790	0.2343638757
3795	0.2343416523
3800	0.234324426
3805	0.2343017004
3810	0.2342862821
3815	0.2342602669
3820	0.2342455015
3825	0.2342269192
3830	0.2342086884
3835	0.2341878964
3840	0.2341676818
3845	0.2341517111
3850	0.2341259972
3855	0.2341090723
3860	0.2340862211
3865	0.2340635959
3870	0.2340400918
3875	0.2340160854
3880	0.2339923302
3885	0.2339763595
3890	0.2339544374
3895	0.23393244
3900	0.2339105932
3905	0.2338862102
3910	0.2338607475
3915	0.2338366156
3920	0.2338132622
3925	0.2338034186
3930	0.2337844094
3935	0.2337677607
3940	0.2337472699
3945	0.2337312992
3950	0.2337110847
3955	0.2336963695
3960	0.2336724636
3965	0.2336539315
3970	0.2336320597
3975	0.2336172441
3980	0.2335986366
3985	0.2335751828
3990	0.2335564749
3995	0.2335360846
4000	0.2335173768
4005	0.2334991711
4010	0.2334733317
4015	0.2334584407
4020	0.2334457596
4025	0.2334302157
4030	0.2334079923
4035	0.2333926745
4040	0.2333734644
4045	0.233356891
4050	0.2333350945
4055	0.233320756
4060	0.233304509
4065	0.2332913758
4070	0.2332713371
4075	0.2332515746
4080	0.2332349007
4085	0.2332165947
4090	0.2331998706
4095	0.2331800578
4100	0.2331666485
4105	0.2331505773
4110	0.2331378961
4115	0.2331240347
4120	0.2330965128
4125	0.2330800901
4130	0.233066078
4135	0.233044382
4140	0.2330266283
4145	0.2330070667
4150	0.2329957415
4155	0.2329799968
4160	0.232965131
4165	0.2329500642
4170	0.2329389902
4175	0.232923823
4180	0.232910037
4185	0.23289153
4190	0.2328710141
4195	0.2328552192
4200	0.2328375409
4205	0.232817929
4210	0.2328012301
4215	0.2327860378
4220	0.2327672295
4225	0.2327525143
4230	0.2327383767
4235	0.2327228329
4240	0.2327017646
4245	0.2326901381
4250	0.2326664833
4255	0.2326520946
4260	0.2326234176
4265	0.2326063671
4270	0.2325899946
4275	0.2325719145
4280	0.2325572495
4285	0.2325306066
4290	0.2325124763
4295	0.232493216
4300	0.2324788021
4305	0.2324608978
4310	0.2324426671
4315	0.2324265708
4320	0.2324099723
4325	0.2323901595
4330	0.2323709495
4335	0.2323570127
4340	0.23234398
4345	0.2323311482
4350	0.2323130681
4355	0.2322972983
4360	0.232284818
4365	0.23227284
4370	0.2322578234
4375	0.2322397936
4380	0.2322152599
4385	0.2321977072
4390	0.2321824145
4395	0.2321644348
4400	0.2321484139
4405	0.2321338745
4410	0.2321153173
4415	0.2320917128
4420	0.2320737583
4425	0.232061052
4430	0.232043901
4435	0.232031471
4440	0.2320141694
4445	0.2319992533
4450	0.2319888824
4455	0.2319755232
4460	0.2319599291
4465	0.2319475744
4470	0.2319298208
4475	0.2319140509
4480	0.2319002398
4485	0.2318845453
4490	0.2318695288
4495	0.2318505698
4500	0.2318332682
4505	0.2318148868
4510	0.2317997698
4515	0.2317771948
4520	0.231758713
4525	0.2317404571
4530	0.2317241851
4535	0.2317111021
4540	0.2316928463
4545	0.2316695933
4550	0.2316535975
4555	0.2316329811
4560	0.2316207771
4565	0.2315981268
4570	0.2315883083
4575	0.2315766316
4580	0.2315604349
4585	0.2315468748
4590	0.2315264343
4595	0.2315114429
4600	0.231494317
4605	0.2314805561
4610	0.2314627773
4615	0.2314522306
4620	0.2314373648
4625	0.2314245581
4630	0.231405348
4635	0.2313851335
4640	0.2313652203
4645	0.2313484711
4650	0.2313365935
4655	0.231318639
4660	0.2313024171
4665	0.2312888571
4670	0.2312738908
4675	0.2312591003
4680	0.2312418238
4685	0.2312248737
4690	0.2312112383
4695	0.2311955187
4700	0.2311775642
4705	0.2311644561
4710	0.2311464012
4715	0.2311264629
4720	0.2311116724
4725	0.2310942703
4730	0.2310794296
4735	0.2310661709
4740	0.2310481661
4745	0.2310329989
4750	0.2310182838
4755	0.2310008064
4760	0.230987849
4765	0.2309726316
4770	0.2309561837
4775	0.2309380786
4780	0.2309219823
4785	0.2309075936
4790	0.2308925268
4795	0.2308772843
4800	0.2308656829
4805	0.230853956
4810	0.2308398686
4815	0.2308275139
4820	0.2308101369
4825	0.230794794
4830	0.2307821128
4835	0.2307651628
4840	0.2307509498
4845	0.2307388211
4850	0.2307211679
4855	0.230707407
4860	0.2306960316
4865	0.2306804124
4870	0.2306680326
4875	0.2306522627
4880	0.2306382005
4885	0.2306221293
4890	0.2306079666
4895	0.2305926989
4900	0.2305759247
4905	0.230556815
4910	0.2305471723
4915	0.230532432
4920	0.2305170389
4925	0.2305039057
4930	0.2304823101
4935	0.2304704576
4940	0.2304561693
4945	0.2304422326
4950	0.2304293505
4955	0.2304171716
4960	0.2304072526
4965	0.2303891977
4970	0.2303740556
4975	0.2303584867
4980	0.2303471113
4985	0.2303297343
4990	0.2303181329
4995	0.2303062553
5000	0.2302920926
5005	0.230270723
5010	0.2302573136
5015	0.23023843
5020	0.230221957
5025	0.2302083718
5030	0.2301942091
5035	0.2301794939
5040	0.2301641259
5045	0.2301480547
5050	0.2301400442
5055	0.2301260824
5060	0.2301109906
5065	0.2300963256
5070	0.2300800787
5075	0.2300647106
5080	0.2300525065
5085	0.2300403025
5090	0.2300247587
5095	0.2300095915
5100	0.229995705
5105	0.2299813163
5110	0.22996748
5115	0.2299539199
5120	0.2299399581
5125	0.229921426
5130	0.2299068615
5135	0.229887099
5140	0.2298749452
5145	0.2298616111
5150	0.2298471973
5155	0.2298360479
5160	0.2298225883
5165	0.2298071449
5170	0.2297936602
5175	0.2297822597
5180	0.2297642047
5185	0.2297501927
5190	0.2297370344
5195	0.2297239012
5200	0.2297126514
5205	0.2297004976
5210	0.2296844515
5215	0.2296737541
5220	0.2296551467
5225	0.2296405069
5230	0.2296231801
5235	0.2296074605
5240	0.2295923436
5245	0.2295792606
5250	0.229565801
5255	0.2295532203
5260	0.2295434269
5265	0.2295306202
5270	0.229510481
5275	0.2294931794
5280	0.2294786149
5285	0.2294629957
5290	0.2294493854
5295	0.2294328623
5300	0.229420156
5305	0.2293978321
5310	0.2293867832
5315	0.2293757845
5320	0.2293652629
5325	0.2293534355
5330	0.2293412566
5335	0.2293283745
5340	0.2293149149
5345	0.2293016311
5350	0.2292860621
5355	0.2292681076
5360	0.2292579376
5365	0.2292418413
5370	0.2292294112
5375	0.2292168305
5380	0.2292052542
5385	0.2291881033
5390	0.2291758741
5395	0.2291641472
5400	0.2291474733
5405	0.2291362235
5410	0.2291250239
5415	0.2291116899
5420	0.2290993602
5425	0.2290873069
5430	0.2290741486
5435	0.2290589061
5440	0.2290440151
5445	0.2290312837
5450	0.2290158655
5455	0.2290043394
5460	0.2289898754
5465	0.2289783493
5470	0.2289636844
5475	0.2289525601
5480	0.2289376691
5485	0.2289242095
5490	0.2289119553
5495	0.2288954321
5500	0.2288860154
5505	0.2288704715
5510	0.2288557313
5515	0.2288443308
5520	0.2288296909
5525	0.2288161309
5530	0.2288037008
5535	0.2287913712
5540	0.2287778363
5545	0.2287665613
5550	0.2287562657
5555	0.2287419021
5560	0.2287299743
5565	0.2287155103
5570	0.22870416
5575	0.2286917299
5580	0.2286774417
5585	0.2286606674
5590	0.2286458769
5595	0.2286326181
5600	0.2286203136
5605	0.2286044434
5610	0.2285927666
5615	0.2285795833
5620	0.2285657721
5625	0.228553794
5630	0.2285392044
5635	0.2285249161
5640	0.2285121848
5645	0.2284951594
5650	0.2284854664
5655	0.2284741413
5660	0.2284638206
5665	0.228453073
5670	0.2284404671
5675	0.2284263295
5680	0.2284149793
5685	0.2284014945
5690	0.2283889389
5695	0.2283737718
5700	0.2283636519
5705	0.2283544361
5710	0.2283402985
5715	0.2283315849
5720	0.2283200338
5725	0.2283090351
5730	0.228298413
5735	0.2282876403
5740	0.2282762649
5745	0.228264764
5750	0.2282538155
5755	0.2282434948
5760	0.2282323705
5765	0.2282186347
5770	0.2282031662
5775	0.2281883255
5780	0.2281781303
5785	0.2281638671
5790	0.2281511609
5795	0.2281396599
5800	0.2281256228
5805	0.2281126403
5810	0.2281008882
5815	0.2280893371
5820	0.2280796944
5825	0.2280693234
5830	0.2280583498
5835	0.228046874
5840	0.2280375828
5845	0.2280230937
5850	0.2280067965
5855	0.22799517
5860	0.2279818862
5865	0.2279688535
5870	0.2279573274
5875	0.2279438427
5880	0.2279332206
5885	0.2279192588
5890	0.2279054979
5895	0.2278957045
5900	0.2278818682
5905	0.2278674042
5910	0.2278558028
5915	0.2278428203
5920	0.2278328009
5925	0.2278237609
5930	0.2278141433
5935	0.2278030441
5940	0.2277900114
5945	0.227774794
5950	0.2277594008
5955	0.2277456399
5960	0.2277343901
5965	0.2277234416
5970	0.2277121164
5975	0.2276980793
5980	0.2276851219
5985	0.2276754541
5990	0.2276646311
5995	0.2276540844
6000	0.2276421064
6005	0.227629149
6010	0.2276173969
6015	0.2276070009
6020	0.2275907288
6025	0.2275801068
6030	0.2275688318
6035	0.2275589631
6040	0.2275485922
6045	0.2275351075
6050	0.2275241841
6055	0.2275127836
6060	0.2274985958
6065	0.2274871702
6070	0.2274775777
6075	0.2274668301
6080	0.2274553292
6085	0.2274454856
6090	0.2274328295
6095	0.227419621
6100	0.2274086223
6105	0.2273952631
6110	0.2273822806
6115	0.2273713573
6120	0.2273599568
6125	0.2273506907
6130	0.2273388131
6135	0.2273285929
6140	0.2273134759
6145	0.2273009956
6150	0.2272898965
6155	0.2272741267
6160	0.2272596626
6165	0.2272488145
6170	0.2272361334
6175	0.2272240047
6180	0.2272144624
6185	0.2272043175
6190	0.2271928668
6195	0.2271800098
6200	0.2271681322
6205	0.2271572088
6210	0.2271453312
6215	0.227133529
6220	0.2271209985
6225	0.2271089702
6230	0.2270997544
6235	0.2270846626
6240	0.2270742665
6245	0.2270612338
6250	0.2270511391
6255	0.2270372777
6260	0.2270255005
6265	0.2270141754
6270	0.2270025238
6275	0.2269906462
6280	0.2269803004
6285	0.2269708585
6290	0.2269587549
6295	0.2269475051
6300	0.2269378875
6305	0.2269268135
6310	0.226915187
6315	0.22690233
6320	0.2268934407
6325	0.2268846015
6330	0.2268726737
6335	0.2268629305
6340	0.2268511534
6345	0.2268419627
6350	0.2268306375
6355	0.2268192119
6360	0.2268099208
6365	0.2267982943
6370	0.2267863162
6375	0.2267761964
6380	0.2267655995
6385	0.2267506583
6390	0.2267384794
6395	0.2267283596
6400	0.2267142722
6405	0.2267050815
6410	0.2266949868
6415	0.2266829334
6420	0.226670428
6425	0.2266559137
6430	0.2266427554
6435	0.2266319074
6440	0.2266224656
6445	0.226612848
6450	0.2266027282
6455	0.2265888417
6460	0.2265789478
6465	0.2265682505
6470	0.226557754
6475	0.2265451733
6480	0.2265363592
6485	0.2265245067
6490	0.2265160443
6495	0.2265036393
6500	0.2264921886
6505	0.226478729
6510	0.2264687347
6515	0.2264580876
6520	0.2264471642
6525	0.2264348346
6530	0.226423861
6535	0.2264146452
6540	0.2264043747
6545	0.2263925724
6550	0.2263813979
6555	0.2263709768
6560	0.226358823
6565	0.2263460413
6570	0.2263357206
6575	0.2263236924
6580	0.2263124928
6585	0.2263020465
6590	0.2262889887
6595	0.2262758053
6600	0.2262649824
6605	0.2262542348
6610	0.226243688
6615	0.226233518
6620	0.226222896
6625	0.2262133788
6630	0.2262030079
6635	0.226193089
6640	0.2261794536
6645	0.2261683042
6650	0.2261593646
6655	0.226149295
6660	0.2261388487
6665	0.2261295074
6670	0.2261181571
6675	0.2261085897
6680	0.2260990475
6685	0.2260855879
6690	0.2260752671
6695	0.2260628371
6700	0.2260551782
6705	0.2260462637
6710	0.2260380272
6715	0.2260255218
6720	0.2260161805
6725	0.2260057091
6730	0.2259916217
6735	0.2259819539
6740	0.2259713067
6745	0.2259595798
6750	0.2259469488
6755	0.225935925
6760	0.2259246501
6765	0.2259132747
6770	0.2259016984
6775	0.225890524
6780	0.2258762106
6785	0.2258639061
6790	0.225851702
6795	0.2258416073
6800	0.2258311862
6805	0.2258197857
6810	0.225811499
6815	0.22580271
6820	0.225789376
6825	0.2257779504
6830	0.2257660979
6835	0.2257535925
6840	0.2257438494
6845	0.2257339555
6850	0.2257238859
6855	0.2257145446
6860	0.2257018132
6865	0.2256926476
6870	0.2256808704
6875	0.2256723075
6880	0.2256594004
6885	0.2256489039
6890	0.2256398387
6895	0.2256292167
6900	0.2256185695
6905	0.2256075959
6910	0.2255973505
6915	0.2255871805
6920	0.225574198
6925	0.2255613913
6930	0.2255522257
6935	0.2255410261
6940	0.2255315843
6945	0.2255216654
6950	0.2255108926
6955	0.2255000697
6960	0.2254896737
6965	0.2254792776
6970	0.2254694843
6975	0.2254562506
6980	0.2254464824
6985	0.2254355088
6990	0.2254249621
6995	0.2254147418
7000	0.225404396
7005	0.2253904844
7010	0.225380917
7015	0.2253702699
7020	0.2253598487
7025	0.2253508087
7030	0.2253406888
7035	0.2253309457
7040	0.2253222321
7045	0.2253130414
7050	0.22530144
7055	0.2252899893
7060	0.2252792668
7065	0.2252687703
7070	0.2252587007
7075	0.2252487316
7080	0.2252381095
7085	0.2252298731
7090	0.2252210841
7095	0.2252132746
7100	0.2252015727
7105	0.2251922062
7110	0.2251854262
7115	0.2251776417
7120	0.2251677479
7125	0.2251582057
7130	0.2251509485
7135	0.2251408538
7140	0.2251308344
7145	0.2251195344
7150	0.2251114988
7155	0.2251011279
